File	Relation ID	PDTB3 sense	Type	Connective	External argument	Internal argument	Full text
maz-17242.xml	20	Contingency.Condition.Arg1-as-cond	explicit	dann	"Da wird der Surfer auf "" Scherze "" gelenkt"	und hat je nach Lust und Laune auch was zu lachen .	"Da wird der Surfer auf "" Scherze "" gelenkt und hat dann je nach Lust und Laune auch was zu lachen ."
maz-17242.xml	24	Expansion.Disjunction	explicit	Oder	"Da wird der Surfer auf "" Scherze "" gelenkt und hat dann je nach Lust und Laune auch was zu lachen ."	zu zittern ,	"Da wird der Surfer auf "" Scherze "" gelenkt und hat dann je nach Lust und Laune auch was zu lachen . Oder zu zittern ,"
maz-17242.xml	25	Contingency.Cause.Reason	explicit	denn	Oder zu zittern ,	ein schnatterndes Gebiss ist immer dabei .	Oder zu zittern , denn ein schnatterndes Gebiss ist immer dabei .
maz-17242.xml	26	Contingency.Cause.Reason	implicit		Aber dann begegnete ich einem Geisterfahrer , der verstohlen durch einen Schlitz in der Sichtscheibe schielte und beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete , um nicht in den Gegenverkehr zu brettern .	Da wusste ich :	Aber dann begegnete ich einem Geisterfahrer , der verstohlen durch einen Schlitz in der Sichtscheibe schielte und beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete , um nicht in den Gegenverkehr zu brettern . Da wusste ich :
maz-17242.xml	27	Expansion.Level-of-detail.Arg2-as-detail	implicit		"Übrigens ertappte ich unter dem Stichwort "" Winterwetter "" im Internet echte Witzbolde ."	"Da wird der Surfer auf "" Scherze "" gelenkt und hat dann je nach Lust und Laune auch was zu lachen ."	"Übrigens ertappte ich unter dem Stichwort "" Winterwetter "" im Internet echte Witzbolde . Da wird der Surfer auf "" Scherze "" gelenkt und hat dann je nach Lust und Laune auch was zu lachen ."
maz-17242.xml	28	Expansion.Level-of-detail.Arg1-as-detail	AltLex	Jedenfalls	Oder zu zittern , denn ein schnatterndes Gebiss ist immer dabei .	Jedenfalls im Winter , meint eure Jette .	Oder zu zittern , denn ein schnatterndes Gebiss ist immer dabei . Jedenfalls im Winter , meint eure Jette .
maz-11280.xml	1	Comparison.Concession.Arg2-as-denier	explicit	doch	Containerplätze sind zweckmäßig ,	leider funktionieren sie nicht so richtig .	Containerplätze sind zweckmäßig , doch leider funktionieren sie nicht so richtig .
maz-11280.xml	2	Contingency.Cause.Reason	explicit	nämlich	Das ist bei anderen Einrichtungen auch der Fall , die auf Selbstdisziplin und Bürgersinn bauen .	Viele Menschen schaffen es nicht , ihren Müll korrekt in die doch einfach gekennzeichneten Behälter zu werfen .	Das ist bei anderen Einrichtungen auch der Fall , die auf Selbstdisziplin und Bürgersinn bauen . Viele Menschen schaffen es nämlich nicht , ihren Müll korrekt in die doch einfach gekennzeichneten Behälter zu werfen .
maz-11280.xml	5	Expansion.Conjunction	explicit	auch	auch bei der Farbunterscheidung von Flaschen haben einige Zeitgenossen offensichtlich ihre Probleme .	So gehen Kunststoff und Glas oft durcheinander ,	So gehen Kunststoff und Glas oft durcheinander , auch bei der Farbunterscheidung von Flaschen haben einige Zeitgenossen offensichtlich ihre Probleme .
maz-11280.xml	7	Expansion.Instantiation.Arg2-as-instance	explicit	So	Viele Menschen schaffen es nämlich nicht , ihren Müll korrekt in die doch einfach gekennzeichneten Behälter zu werfen .	gehen Kunststoff und Glas oft durcheinander , auch bei der Farbunterscheidung von Flaschen haben einige Zeitgenossen offensichtlich ihre Probleme .	Viele Menschen schaffen es nämlich nicht , ihren Müll korrekt in die doch einfach gekennzeichneten Behälter zu werfen . So gehen Kunststoff und Glas oft durcheinander , auch bei der Farbunterscheidung von Flaschen haben einige Zeitgenossen offensichtlich ihre Probleme .
maz-11280.xml	8	Contingency.Cause.Result	explicit	Da	Egal , ob nun mutwillig oder aus Unwissenheit - ersteres ist moralisch sicherlich verwerflicher - rund die Hälfte der Abfälle gerät in den falschen Kreislauf . Schmuddelige Containerplätze sollen so bald der Vergangenheit angehören .	ist es nur logisch , dass die Rethmänner jetzt so nach und nach das Sammelsystem umstellen .	Egal , ob nun mutwillig oder aus Unwissenheit - ersteres ist moralisch sicherlich verwerflicher - rund die Hälfte der Abfälle gerät in den falschen Kreislauf . Da ist es nur logisch , dass die Rethmänner jetzt so nach und nach das Sammelsystem umstellen . Schmuddelige Containerplätze sollen so bald der Vergangenheit angehören .
maz-11280.xml	12	Contingency.Cause.Result	explicit	deshalb	Da ist es nur logisch , dass die Rethmänner jetzt so nach und nach das Sammelsystem umstellen . Schmuddelige Containerplätze sollen so bald der Vergangenheit angehören .	Unverständlich ist die mit 37 Prozent doch recht hohe Anzahl der Bürger vom Görden , sich dem neuen System - gelbe Säcke und Papiertonnen - zu versagen .	Da ist es nur logisch , dass die Rethmänner jetzt so nach und nach das Sammelsystem umstellen . Schmuddelige Containerplätze sollen so bald der Vergangenheit angehören . Unverständlich ist deshalb die mit 37 Prozent doch recht hohe Anzahl der Bürger vom Görden , sich dem neuen System - gelbe Säcke und Papiertonnen - zu versagen .
maz-11280.xml	14	Contingency.Cause.Reason	explicit	denn	Sie sollten ihre Entscheidung noch einmal überdenken ,	neben dem Effekt , dass die Schmuddelecken verschwinden , ist der Weg mit dem gelben Sack vor die Haustür kürzer als die Fahrt zum Container .	Sie sollten ihre Entscheidung noch einmal überdenken , denn neben dem Effekt , dass die Schmuddelecken verschwinden , ist der Weg mit dem gelben Sack vor die Haustür kürzer als die Fahrt zum Container .
maz-11280.xml	15	Expansion.Conjunction	implicit		Containerplätze sind zweckmäßig , doch leider funktionieren sie nicht so richtig .	Das ist bei anderen Einrichtungen auch der Fall , die auf Selbstdisziplin und Bürgersinn bauen .	Containerplätze sind zweckmäßig , doch leider funktionieren sie nicht so richtig . Das ist bei anderen Einrichtungen auch der Fall , die auf Selbstdisziplin und Bürgersinn bauen .
maz-11280.xml	16	Expansion.Instantiation.Arg2-as-instance	implicit		So gehen Kunststoff und Glas oft durcheinander , auch bei der Farbunterscheidung von Flaschen haben einige Zeitgenossen offensichtlich ihre Probleme .	Die Rethmann-Mitarbeiter haben sogar schon Teppiche aus dem Papiercontainer gezogen .	So gehen Kunststoff und Glas oft durcheinander , auch bei der Farbunterscheidung von Flaschen haben einige Zeitgenossen offensichtlich ihre Probleme . Die Rethmann-Mitarbeiter haben sogar schon Teppiche aus dem Papiercontainer gezogen .
maz-11280.xml	17		NoRel		Die Rethmann-Mitarbeiter haben sogar schon Teppiche aus dem Papiercontainer gezogen .	Egal , ob nun mutwillig oder aus Unwissenheit - ersteres ist moralisch sicherlich verwerflicher - rund die Hälfte der Abfälle gerät in den falschen Kreislauf .	Die Rethmann-Mitarbeiter haben sogar schon Teppiche aus dem Papiercontainer gezogen . Egal , ob nun mutwillig oder aus Unwissenheit - ersteres ist moralisch sicherlich verwerflicher - rund die Hälfte der Abfälle gerät in den falschen Kreislauf .
maz-11280.xml	18		EntRel		Unverständlich ist deshalb die mit 37 Prozent doch recht hohe Anzahl der Bürger vom Görden , sich dem neuen System - gelbe Säcke und Papiertonnen - zu versagen .	Sie sollten ihre Entscheidung noch einmal überdenken , denn neben dem Effekt , dass die Schmuddelecken verschwinden , ist der Weg mit dem gelben Sack vor die Haustür kürzer als die Fahrt zum Container .	Unverständlich ist deshalb die mit 37 Prozent doch recht hohe Anzahl der Bürger vom Görden , sich dem neuen System - gelbe Säcke und Papiertonnen - zu versagen . Sie sollten ihre Entscheidung noch einmal überdenken , denn neben dem Effekt , dass die Schmuddelecken verschwinden , ist der Weg mit dem gelben Sack vor die Haustür kürzer als die Fahrt zum Container .
maz-6165.xml	1	Comparison.Concession.Arg2-as-denier	explicit	aber	Am liebsten würde die Feuerwehr ja schon in fünf Minuten an jedem Ort der Stadt sein ,	derzeit sind es bestenfalls acht .	Am liebsten würde die Feuerwehr ja schon in fünf Minuten an jedem Ort der Stadt sein , aber derzeit sind es bestenfalls acht .
maz-6165.xml	4	Contingency.Cause.Result	explicit	Also	Rechnet man noch fünf Minuten drauf zwischen Alarm und Start , kommen die Retter schon an ihre Grenzen : Ab 18 Minuten kommt für Menschen in einer verqualmten Wohnung jede Hilfe zu spät .	kann es für die Feuerwehr beim Wegzug aus der Seelenbinderstraße nur einen Maßstab geben : Schnelligkeit .	Rechnet man noch fünf Minuten drauf zwischen Alarm und Start , kommen die Retter schon an ihre Grenzen : Ab 18 Minuten kommt für Menschen in einer verqualmten Wohnung jede Hilfe zu spät . Also kann es für die Feuerwehr beim Wegzug aus der Seelenbinderstraße nur einen Maßstab geben : Schnelligkeit .
maz-6165.xml	5	Comparison.Concession.Arg2-as-denier	explicit	aber	Also kann es für die Feuerwehr beim Wegzug aus der Seelenbinderstraße nur einen Maßstab geben : Schnelligkeit .	Die scheint nur bei zwei Standorten an der Berliner Straße garantiert : Nahe der Schnellstraße wäre man hier , nahe am Klinikum und nahe am Wasser - auch dort will man helfen können .	Also kann es für die Feuerwehr beim Wegzug aus der Seelenbinderstraße nur einen Maßstab geben : Schnelligkeit . Die aber scheint nur bei zwei Standorten an der Berliner Straße garantiert : Nahe der Schnellstraße wäre man hier , nahe am Klinikum und nahe am Wasser - auch dort will man helfen können .
maz-6165.xml	9	Contingency.Condition.Arg2-as-cond	explicit	Wenn	mag er in zwei Punkten Recht haben : Zwischen Berliner Straße und der Havel kann man prima Wohnungen bauen , und das Wasserbetriebsgelände harrt einer besseren Nutzung .	nun der CDU-Abgeordnete Peter Lehmann das Wasserwirtschaftsareal an der Friedrich-Engels-Straße für die Feuerwache Potsdam fordert ,	Wenn nun der CDU-Abgeordnete Peter Lehmann das Wasserwirtschaftsareal an der Friedrich-Engels-Straße für die Feuerwache Potsdam fordert , mag er in zwei Punkten Recht haben : Zwischen Berliner Straße und der Havel kann man prima Wohnungen bauen , und das Wasserbetriebsgelände harrt einer besseren Nutzung .
maz-6165.xml	12	Expansion.Conjunction	explicit	und	Zwischen Berliner Straße und der Havel kann man prima Wohnungen bauen ,	das Wasserbetriebsgelände harrt einer besseren Nutzung .	Zwischen Berliner Straße und der Havel kann man prima Wohnungen bauen , und das Wasserbetriebsgelände harrt einer besseren Nutzung .
maz-6165.xml	15	Comparison.Concession.Arg2-as-denier	explicit	aber	Wenn nun der CDU-Abgeordnete Peter Lehmann das Wasserwirtschaftsareal an der Friedrich-Engels-Straße für die Feuerwache Potsdam fordert , mag er in zwei Punkten Recht haben : Zwischen Berliner Straße und der Havel kann man prima Wohnungen bauen , und das Wasserbetriebsgelände harrt einer besseren Nutzung .	Wie die Einsatzfahrzeuge von der Friedrich-Engels-Straße aus das Dauerproblem Bau und Stau auf der Langen Brücke umfahren sollen , das sagt er nicht .	Wenn nun der CDU-Abgeordnete Peter Lehmann das Wasserwirtschaftsareal an der Friedrich-Engels-Straße für die Feuerwache Potsdam fordert , mag er in zwei Punkten Recht haben : Zwischen Berliner Straße und der Havel kann man prima Wohnungen bauen , und das Wasserbetriebsgelände harrt einer besseren Nutzung . Wie aber die Einsatzfahrzeuge von der Friedrich-Engels-Straße aus das Dauerproblem Bau und Stau auf der Langen Brücke umfahren sollen , das sagt er nicht .
maz-6165.xml	18	Contingency.Cause.Result	explicit	Mithin	Wie aber die Einsatzfahrzeuge von der Friedrich-Engels-Straße aus das Dauerproblem Bau und Stau auf der Langen Brücke umfahren sollen , das sagt er nicht .	kann die neue Wache - zumal bereits eine Berufswache in Babelsberg besteht - nur nördlich der Havel liegen .	Wie aber die Einsatzfahrzeuge von der Friedrich-Engels-Straße aus das Dauerproblem Bau und Stau auf der Langen Brücke umfahren sollen , das sagt er nicht . Mithin kann die neue Wache - zumal bereits eine Berufswache in Babelsberg besteht - nur nördlich der Havel liegen .
maz-6165.xml	19	Contingency.Cause.Reason	explicit	zumal	Mithin kann die neue Wache - nur nördlich der Havel liegen .	bereits eine Berufswache in Babelsberg besteht -	Mithin kann die neue Wache - zumal bereits eine Berufswache in Babelsberg besteht - nur nördlich der Havel liegen .
maz-6165.xml	20	Expansion.Conjunction	AltLex	noch	Am liebsten würde die Feuerwehr ja schon in fünf Minuten an jedem Ort der Stadt sein , aber derzeit sind es bestenfalls acht .	Rechnet man noch fünf Minuten drauf zwischen Alarm und Start , kommen die Retter schon an ihre Grenzen :	Am liebsten würde die Feuerwehr ja schon in fünf Minuten an jedem Ort der Stadt sein , aber derzeit sind es bestenfalls acht . Rechnet man noch fünf Minuten drauf zwischen Alarm und Start , kommen die Retter schon an ihre Grenzen :
maz-11507.xml	5	Comparison.Concession.Arg1-as-denier	explicit	trotz	Die Landwirtschaft stellt in Brandenburg - noch immer einen wichtigen Wirtschaftszweig dar , der darüber hinaus viele Arbeits- und Ausbildungsplätze schafft .	des hohen Beschäftigungsrückgangs nach der Wende -	Die Landwirtschaft stellt in Brandenburg - trotz des hohen Beschäftigungsrückgangs nach der Wende - noch immer einen wichtigen Wirtschaftszweig dar , der darüber hinaus viele Arbeits- und Ausbildungsplätze schafft .
maz-11507.xml	6	Expansion.Conjunction	explicit	darüber hinaus	Die Landwirtschaft stellt in Brandenburg - trotz des hohen Beschäftigungsrückgangs nach der Wende - noch immer einen wichtigen Wirtschaftszweig dar ,	der viele Arbeits- und Ausbildungsplätze schafft .	Die Landwirtschaft stellt in Brandenburg - trotz des hohen Beschäftigungsrückgangs nach der Wende - noch immer einen wichtigen Wirtschaftszweig dar , der darüber hinaus viele Arbeits- und Ausbildungsplätze schafft .
maz-11507.xml	7	Expansion.Conjunction	explicit	Darüber hinaus	80 Prozent der Fläche Brandenburgs wird nach Angaben des Landesamtes für Agarwirtschaft derzeit landwirtschaftlich genutzt .	belebt der Wirtschaftszweig den dörflichen Raum .	80 Prozent der Fläche Brandenburgs wird nach Angaben des Landesamtes für Agarwirtschaft derzeit landwirtschaftlich genutzt . Darüber hinaus belebt der Wirtschaftszweig den dörflichen Raum .
maz-11507.xml	8	Comparison.Concession.Arg2-as-denier	explicit	jedoch	Darüber hinaus belebt der Wirtschaftszweig den dörflichen Raum .	In Zeiten von BSE müssen Agrarwirte auch umdenken , sich auf neue extensive Produktionsformen einlassen und andere Vermarktungsmöglichkeiten erschließen .	Darüber hinaus belebt der Wirtschaftszweig den dörflichen Raum . In Zeiten von BSE müssen Agrarwirte jedoch auch umdenken , sich auf neue extensive Produktionsformen einlassen und andere Vermarktungsmöglichkeiten erschließen .
maz-11507.xml	9	Expansion.Conjunction	explicit	auch	Darüber hinaus belebt der Wirtschaftszweig den dörflichen Raum .	In Zeiten von BSE müssen Agrarwirte jedoch umdenken , sich auf neue extensive Produktionsformen einlassen und andere Vermarktungsmöglichkeiten erschließen .	Darüber hinaus belebt der Wirtschaftszweig den dörflichen Raum . In Zeiten von BSE müssen Agrarwirte jedoch auch umdenken , sich auf neue extensive Produktionsformen einlassen und andere Vermarktungsmöglichkeiten erschließen .
maz-11507.xml	10	Expansion.Conjunction	explicit	und	In Zeiten von BSE müssen Agrarwirte jedoch auch umdenken , sich auf neue extensive Produktionsformen einlassen	andere Vermarktungsmöglichkeiten erschließen .	In Zeiten von BSE müssen Agrarwirte jedoch auch umdenken , sich auf neue extensive Produktionsformen einlassen und andere Vermarktungsmöglichkeiten erschließen .
